name,outlet_type,address,city,region,latitude,longitude
Grand Hotel Akaroa,PubTAB Full Service,"6 Rue Lavaud, Akaroa, New Zealand",Akaroa,Canterbury,-43.8006741,172.9702635
Middle Pub,PubTAB Full Service,"3/13 Tarbert Street, Alexandra, New Zealand",Alexandra,Otago,-45.2577764,169.393243
Stadium Tavern Alexandra,PubTAB Self Service Only,"143 Centennial Avenue, Alexandra, New Zealand",Alexandra,Otago,-45.2454127,169.3820379
Railway Hotel Amberley,PubTAB Self Service Only,"40 Douglas Road, Amberley, New Zealand",Amberley,Canterbury,-43.1526073,172.7245387
New Orleans Hotel,PubTAB Self Service Only,"27 Buckingham Street, Arrowtown, New Zealand",Arrowtown,Otago,-44.9383641,168.831702
Devon Tavern,PubTAB Full Service,"116 Victoria Street, Allenton, Ashburton, New Zealand",Ashburton,Canterbury,-43.9042982,171.7532083
Ashburton MSA,PubTAB Full Service,"266 Havelock Street, Ashburton, New Zealand",Ashburton,Canterbury,-43.9049377,171.7498128
Hotel Ashburton,PubTAB Full Service,"11 Racecourse Road, Ashburton, New Zealand",Ashburton,Canterbury,-43.8897717,171.7649545
The Phat Duck Brew Bar and Kitchen,PubTAB Self Service Only,"360 West Street, Ashburton, New Zealand",Ashburton,Canterbury,-43.8967445,171.7584292
Ashhurst Memorial RSA,ClubTAB Self Service Only,"74 Cambridge Avenue, Ashhurst, New Zealand",Ashhurst,Manawatu-Wanganui,-40.29159,175.7547655
O'Hagans,PubTAB Self Service Only,"103 Custom Street, West Viaduct, Auckland Central, Auckland, New Zealand",Auckland,Auckland,-36.8432896,174.7621792
Auckland Trotting Club,TAB Store,"Gate B, Greenlane West Road, Epsom, Auckland, New Zealand",Auckland,Auckland,-36.8910463,174.7779907
Workshop,PubTAB Self Service Only,"Kelston Shopping Centre, Cnr Great North Road & West Coast Road, Kelston, Auckland, New Zealand",Auckland,Auckland,-36.909364,174.6636899
Miss Q's,PubTAB Self Service Only,"Shop L2, Westgate Shopping Centre, Fernhill Drive, Massey, Auckland, New Zealand",Auckland,Auckland,-36.8209746,174.6128923
Hops & Hooves,PubTAB Full Service,"Shops 9&10, 945A New North Road, Mt Albert, Auckland, New Zealand",Auckland,Auckland,-36.885157,174.7142192
Garrison Public House,PubTAB Self Service Only,"Shop 60, 286 Mt Wellington Highway, Mt Wellington, Auckland, New Zealand",Auckland,Auckland,-36.9145359,174.8391821
Otahuhu Club,ClubTAB Self Service Only,"Level 1, 435 Great South Road, Otahuhu, Auckland, New Zealand",Auckland,Auckland,-36.9450554,174.8442586
The Race Place,PubTAB Full Service,"19c Fair Mall Otara Shopping Centre, Bairds Road, Otara, Auckland, New Zealand",Auckland,Auckland,-36.9611828,174.8736046
1 Up Sports Bar,PubTAB Full Service,"1 Upland Road, , Remuera, Auckland, New Zealand",Auckland,Auckland,-36.8802123,174.8118339
Mangere TAB,TAB Store,"42 Orly Avenue, Mangere, Auckland, New Zealand",Auckland,Auckland,-36.9696362,174.7972423
Mayfield Sportshouse,TAB Store,"172 Wairau Road, Wairau Valley, Auckland, New Zealand",Auckland,Auckland,-36.7706421,174.7369807
Somerville,TAB Store,"109A Meadowland Drive, Somerville, Auckland, New Zealand",Auckland,Auckland,-36.9127069,174.930278
Panmure Tavern,PubTAB Full Service,"163 Queens Road, Panmure, Auckland, New Zealand",Auckland,Auckland,-36.9007309,174.8560572
Mangere Bridge TAB,TAB Store,"123 Coronation Road, Mangere Bridge, Auckland, New Zealand",Auckland,Auckland,-36.9492876,174.7905086
Clendon Inn,PubTAB Full Service,"441 Roscommon Road, Weymouth, Auckland, New Zealand",Auckland,Auckland,-37.0316693,174.8687288
Grey Lynn RSC,PubTAB Full Service,"1/3 Francis Street, Grey Lynn, Auckland, New Zealand",Auckland,Auckland,-36.8589928,174.7302052
Right Track Sports Cafe,PubTAB Full Service,"4 Fort Street, Auckland Central, Auckland, New Zealand",Auckland,Auckland,-36.8458454,174.7669941
Albany TAB,TAB Store,"1/15 Mercari Way, Albany, Auckland, New Zealand",Auckland,Auckland,-36.7318581,174.7089701
Inn Field,PubTAB Full Service,"409 Glenfield Road, Glenfield, Auckland, New Zealand",Auckland,Auckland,-36.7809679,174.7217361
Newmarket Branch,TAB Store,"12 Teed Street, Newmarket, Auckland, New Zealand",Auckland,Auckland,-36.8687334,174.7761426
Glen Innes Branch,TAB Store,"219 Taniwha Street, Glen Innes, Auckland, New Zealand",Auckland,Auckland,-36.8773206,174.8560365
The Banque,PubTAB Full Service,"23 Maskell Street, St Heliers, Auckland, New Zealand",Auckland,Auckland,-36.8592304,174.8613113
Richardsons Restaurant Bar,PubTAB Full Service,"211 Richardsons Road, Mount Roskill, Auckland, New Zealand",Auckland,Auckland,-36.9004616,174.7192078
Glen Eden TAB,TAB Store,"5-9 Captain Scott Road, Glen Eden, Auckland, New Zealand",Auckland,Auckland,-36.9117676,174.6526032
New Lynn Branch,TAB Store,"6/3041 Great North Road, New Lynn, Auckland, New Zealand",Auckland,Auckland,-36.9063758,174.6845668
Henderson TAB,TAB Store,"344 Great North Road, Henderson, Auckland, New Zealand",Auckland,Auckland,-36.8799879,174.633514
Sky City TAB,PubTAB Self Service Only,"Federal House, 86 Federal Street, Auckland, New Zealand",Auckland,Auckland,-36.8488981,174.7624822
The Old Albany Pub,PubTAB Full Service,"276 Dairy Flat Highway, Albany, Auckland, New Zealand",Auckland,Auckland,-36.7221969,174.6920441
Manurewa Cosy Club,PubTAB Full Service,"6 Alfriston Road, Manurewa East, Auckland, New Zealand",Auckland,Auckland,-37.0226379,174.8998614
Headin Home,PubTAB Full Service,"333 Ti Rakau Drive, Pakuranga, Auckland, New Zealand",Auckland,Auckland,-36.9282096,174.9006368
Hunters Inn,PubTAB Full Service,"22 Charles Street, Papatoetoe, Auckland, New Zealand",Auckland,Auckland,-36.9692335,174.8621379
Albion Hotel,PubTAB Self Service Only,"119 Hobson Street, Auckland Central, Auckland, New Zealand",Auckland,Auckland,-36.8495821,174.7607264
Remuera Club,PubTAB Full Service,"27/33 Ohinerau Street, Remuera, Auckland, New Zealand",Auckland,Auckland,-36.8860861,174.7976681
Prospect Of Howick,PubTAB Full Service,"78 Picton Street, Howick, Auckland, New Zealand",Auckland,Auckland,-36.8941829,174.9322257
Howick Club,PubTAB Full Service,"107 Botany Road, Howick, Auckland, New Zealand",Auckland,Auckland,-36.9091204,174.9173696
Onehunga WMC,PubTAB Full Service,"158 The Mall, Onehunga, Auckland, New Zealand",Auckland,Auckland,-36.9235197,174.7852712
Trident Tavern,PubTAB Self Service Only,"69 Selwyn Street, Onehunga, Auckland, New Zealand",Auckland,Auckland,-36.9215843,174.783158
Avondale RSA,ClubTAB Self Service Only,"48 Rosebank Road, Avondale, Auckland, New Zealand",Auckland,Auckland,-36.8947768,174.697793
Jax Sports Bar & Pool Hall,PubTAB Self Service Only,"1 Wellesley Street West, Auckland Central, Auckland, New Zealand",Auckland,Auckland,-36.8506272,174.7641534
Edinburgh Castle,PubTAB Self Service Only,"215 Symonds Street, Eden Terrace, Auckland, New Zealand",Auckland,Auckland,-36.863901,174.7607006
Bays Club Inc,ClubTAB Self Service Only,"6 Anzac Road, Browns Bay, Auckland, New Zealand",Auckland,Auckland,-36.7170503,174.7488593
The Good Home,PubTAB Self Service Only,"83 Birkenhead Avenue, Birkenhead, Auckland, New Zealand",Auckland,Auckland,-36.8105559,174.7260426
Birkenhead Bowling Club,ClubTAB Self Service Only,"93 Mokoia Road, Birkenhead, Auckland, New Zealand",Auckland,Auckland,-36.8114972,174.7223437
The Elephant Wrestler,PubTAB Self Service Only,"138 Hurstmere Road, Takapuna, Auckland, New Zealand",Auckland,Auckland,-36.784919,174.7732252
Tactics Sportsbar,PubTAB Self Service Only,"13 Aviemore Drive, Highland Park, Auckland, New Zealand",Auckland,Auckland,-36.9006212,174.9050462
Landmark Bar,PubTAB Self Service Only,"163 Queens Road, Panmure, Auckland, New Zealand",Auckland,Auckland,-36.9007309,174.8560572
Doolan Brothers Ellerslie,PubTAB Self Service Only,"3 Robert Street, Ellerslie, Auckland, New Zealand",Auckland,Auckland,-36.8971957,174.8086226
DiceyReillys,PubTAB Self Service Only,"570 Hillsborough Road, Mount Roskill, Auckland, New Zealand",Auckland,Auckland,-36.9258726,174.7227564
Jacks Bar,PubTAB Full Service,"Unit 8/14 Rocklands Avenue, Mt Eden, Auckland, New Zealand",Auckland,Auckland,-36.8884381,174.7488308
Arthurs Bar,PubTAB Self Service Only,"267D Onehunga Mall, Onehunga, Auckland, New Zealand",Auckland,Auckland,-36.9202828,174.7854348
Outside Obie,PubTAB Self Service Only,"300 Dominion Road, Mount Eden, Auckland, New Zealand",Auckland,Auckland,-36.8779981,174.7505974
The Crown,PubTAB Self Service Only,"1104 Great North Road, Point Chevalier, Auckland, New Zealand",Auckland,Auckland,-36.8695239,174.7136647
Glen Eden RSA,ClubTAB Self Service Only,"9 Glendale Road, Glen Eden, Auckland, New Zealand",Auckland,Auckland,-36.910621,174.6494759
New Lynn RSA,PubTAB Full Service,"2 Veronica Avenue, New Lynn, Auckland, New Zealand",Auckland,Auckland,-36.907935,174.6878104
Swanson Memorial RSA,ClubTAB Self Service Only,"663 Swanson Road, Swanson, Auckland, New Zealand",Auckland,Auckland,-36.8645859,174.5854645
Te Atatu Memorial RSA,ClubTAB Self Service Only,"1 Harbour View Road, Te Atatu Peninsula, Auckland, New Zealand",Auckland,Auckland,-36.8409382,174.6536051
Pt Chevalier Bowling Club,ClubTAB Self Service Only,"25 Dignan Street, Point Chevalier, Auckland, New Zealand",Auckland,Auckland,-36.8585304,174.7041007
Mt Wellington Agency,TAB Store,"Shop 16, 295 Penrose Road, Mt Wellington, Auckland Central, New Zealand",Auckland Central,Auckland,-36.9083304,174.8377048
Penrose (New),TAB Store,"Unit B, 531 Great South Road, Penrose, Auckland Central, New Zealand",Auckland Central,Auckland,-36.9075327,174.8117178
Royal Oak Branch,TAB Store,"Shop 25 Royal Oak Mall, 691 Manukau Road, Royal Oak, Auckland Central, New Zealand",Auckland Central,Auckland,-36.9103582,174.7746753
Mt Roskill Branch,TAB Store,"368 Mt Albert Road, Mt Roskill, Auckland Central, New Zealand",Auckland Central,Auckland,-36.9042391,174.7414256
Victoria Street TAB,TAB Store,"23 Victoria Street West, Auckland Central, New Zealand",Auckland Central,Auckland,-36.8486455,174.7646299
Botany TAB,TAB Store,"Unit M, 451 Ti Rakau Drive, Botany Downs, Auckland East, New Zealand",Auckland East,Auckland,-36.9297145,174.9093019
Birkenhead TAB,TAB Store,"Shop 3, 72-74 Mokoia Road, Birkenhead, Auckland North, New Zealand",Auckland North,Auckland,-36.8120391,174.7235709
Flatbush,TAB Store,"Unit 18, 302 Te Irirangi Drive, Flatbush, Auckland South, New Zealand",Auckland South,Auckland,-36.9627383,174.9019334
Manukau City,TAB Store,"Shop 2, 639 Great South Road, Manukau City, Auckland South, New Zealand",Auckland South,Auckland,-36.988989,174.882283
Manurewa,TAB Store,"Southmall Shopping Centre, 185 Great South Road, Manurewa, Auckland South, New Zealand",Auckland South,Auckland,-37.0224148,174.8965239
Pukekohe (New),TAB Store,"Shop 2, 65 Edinburgh Street, Pukekohe, Auckland South, New Zealand",Auckland South,Auckland,-37.1995545,174.9039869
Otahuhu,TAB Store,"9 Avenue Road, Otahuhu, Auckland South, New Zealand",Auckland South,Auckland,-36.9432342,174.8439332
Hunters Corner,TAB Store,"274 Great South Road, Papatoetoe, Auckland South, New Zealand",Auckland South,Auckland,-36.9717786,174.8626794
Papakura,TAB Store,"2A/6 Averill Street, Papakura, Auckland South, New Zealand",Auckland South,Auckland,-37.0633532,174.94412
Lincoln Road TAB,TAB Store,"226 Lincoln Road, Henderson, Auckland West, New Zealand",Auckland West,Auckland,-36.8573114,174.6299903
Hotel South Otago,PubTAB Self Service Only,"13 Clyde Street, Balclutha, New Zealand",Balclutha,Otago,-46.2371816,169.7415835
Springlands Tavern (New),PubTAB Full Service,"18 Boyce Street, Springlands, Blenheim, New Zealand",Blenheim,Marlborough,-41.5095913,173.9407102
Grove Tav Blenheim,PubTAB Full Service,"77 Grove Road, Mayfield, Blenheim, New Zealand",Blenheim,Marlborough,-41.50243,173.9605975
Woodbourne Tavern,PubTAB Full Service,"78/82 High Street, Renwick, Blenheim, New Zealand",Blenheim,Marlborough,-41.5081351,173.8252257
Clubs Of Marlborough,PubTAB Full Service,"42 Alfred Street, Blenheim, New Zealand",Blenheim,Marlborough,-41.5104381,173.9570516
Redwood Blenheim,PubTAB Self Service Only,"66 Cleghorn Street, Blenheim, New Zealand",Blenheim,Marlborough,-41.5300373,173.9561059
Royal Hotel Blenheim,PubTAB Full Service,"7 Grove Road, Blenheim, New Zealand",Blenheim,Marlborough,-41.5101582,173.9586666
Golden Age Tavern Bluff,PubTAB Full Service,"86 Gore Street, Bluff, New Zealand",Bluff,Southland,-46.5991807,168.3441837
Rangitikei Tavern,PubTAB Full Service,"Bridge and High Streets, Bulls, New Zealand",Bulls,Manawatu-Wanganui,-40.1745751,175.3848403
Bunnythorpe Tavern,PubTAB Self Service Only,"Main Road, Bunnythorpe, New Zealand",Bunnythorpe,Manawatu-Wanganui,-40.2816338,175.6298668
Leamington Tavern,PubTAB Self Service Only,"9 Campbell Street, Leamington, Cambridge, New Zealand",Cambridge,Waikato,-37.9063832,175.4737115
Cambridge,TAB Store,"Cnr Duke & Commerce Streets, Cambridge, New Zealand",Cambridge,Waikato,-37.8949253,175.4701831
The Clubhouse Cafe & Sportsbar,PubTAB Full Service,"Taylor Street, Cambridge, New Zealand",Cambridge,Waikato,-37.8805085,175.4691449
Marquis of Normanby Hotel,PubTAB Full Service,"63 High Street North, Carterton, New Zealand",Carterton,Wellington,-41.0237324,175.5283668
Ev's Bar,PubTAB Self Service Only,"3 Belvedere Road, Carterton, New Zealand",Carterton,Wellington,-41.0229117,175.5284795
Royal Oak Hotel,PubTAB Full Service,"321 High Street South, Carterton, New Zealand",Carterton,Wellington,-41.0367032,175.5161023
Hotel Chathams,PubTAB Full Service,"Waterfront Road, Waitangi, Chatham Islands, New Zealand",Chatham Islands,Canterbury,-43.9510231,-176.5605917
Cheviot Trust Hotel,PubTAB Self Service Only,"43 Hall Street, Cheviot, New Zealand",Cheviot,Canterbury,-42.8108713,173.2741623
Barrington Branch,TAB Store,"Barrington Mall, 252A Barrington Street, Spreydon, Christchurch, New Zealand",Christchurch,Canterbury,-43.5572395,172.6188864
The Swamp,PubTAB Full Service,"670 Main South Road, Islington, Christchurch, New Zealand",Christchurch,Canterbury,-43.5485042,172.4918042
Craythornes Hotel,PubTAB Full Service,"344 Halswell Road, Halswell, Christchurch, New Zealand",Christchurch,Canterbury,-43.5795473,172.5664339
Racecourse Riccarton,PubTAB Full Service,"118 Racecourse Road, Riccarton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5331546,172.5474063
Bush Inn,TAB Store,"364 Riccarton Road, Riccarton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5314231,172.574728
Coasters Tavern,PubTAB Full Service,"282 Daniels Road, Redwood, Christchurch, New Zealand",Christchurch,Canterbury,-43.4785288,172.622281
Avonhead Tavern,PubTAB Full Service,"120 Withells Road, Avonhead, Christchurch, New Zealand",Christchurch,Canterbury,-43.5169678,172.5534755
Bishopdale,TAB Store,"333 Harewood Road, Bishopdale, Christchurch, New Zealand",Christchurch,Canterbury,-43.4878942,172.586403
Parklands Tavern,PubTAB Full Service,"6 Inwoods Road, Parklands, Christchurch, New Zealand",Christchurch,Canterbury,-43.4815199,172.6984309
Woolston Club,PubTAB Full Service,"43 Hargood Street, Woolston, Christchurch, New Zealand",Christchurch,Canterbury,-43.5443716,172.6805258
Rose & Thistle,PubTAB Full Service,"24A Main North Road, Papanui, Christchurch, New Zealand",Christchurch,Canterbury,-43.4956576,172.6087397
Shirley Branch,TAB Store,"122 Marshland Road, Shirley, Christchurch, New Zealand",Christchurch,Canterbury,-43.4989292,172.6622932
Hornby WMC & MSA,PubTAB Full Service,"17 Carmen Road, Hornby, Christchurch, New Zealand",Christchurch,Canterbury,-43.5420153,172.5254534
Oxford WMC,ClubTAB Self Service Only,"160 High Street, Oxford, Christchurch, New Zealand",Christchurch,Canterbury,-43.2937767,172.197749
Belfast Tavern,PubTAB Full Service,"899 Main North Road, Belfast, Christchurch, New Zealand",Christchurch,Canterbury,-43.4378999,172.6369093
Cashmere Club,PubTAB Full Service,"88 Hunter Terrace, Cashmere, Christchurch, New Zealand",Christchurch,Canterbury,-43.5631456,172.6394324
Sandridge Hotel,PubTAB Full Service,"30 Huxley Street, Sydenham, Christchurch, New Zealand",Christchurch,Canterbury,-43.5506989,172.6383203
Miller Bar & Cafe,PubTAB Self Service Only,"308 Lincoln Road, Addington, Christchurch, New Zealand",Christchurch,Canterbury,-43.5436658,172.6120264
Yaldhurst Hotel,PubTAB Full Service,"15 Main West Coast Road, RD 6, Christchurch, New Zealand",Christchurch,Canterbury,-43.5123112,172.506424
Big Daddy's on Blenheim Road,PubTAB Self Service Only,"280 Blenheim Road, Upper Riccarton, Christchurch, New Zealand",Christchurch,Canterbury,-43.538094,172.586258
Equestrian Hotel,PubTAB Self Service Only,"6 Tower Street, Hornby, Christchurch, New Zealand",Christchurch,Canterbury,-43.5443688,172.5262296
Redwood Hotel TAB,PubTAB Self Service Only,"340 Main North Road, Redwood, Christchurch, New Zealand",Christchurch,Canterbury,-43.474422,172.6177406
Papanui Club,PubTAB Full Service,"302 Sawyers Arms Road, Harewood, Christchurch, New Zealand",Christchurch,Canterbury,-43.4799788,172.5892842
St Albans Shirley Club,ClubTAB Self Service Only,"269 Hills Road, Shirley, Christchurch, New Zealand",Christchurch,Canterbury,-43.502833,172.6513506
MacKenzies Hotel,PubTAB Full Service,"51 Pages Road, Linwood, Christchurch, New Zealand",Christchurch,Canterbury,-43.5238012,172.6854877
Waimakariri Tavern,PubTAB Self Service Only,"1276 Main North Road, Kainga, Christchurch, New Zealand",Christchurch,Canterbury,-43.4187722,172.6531529
Tai Tapu Hotel,PubTAB Self Service Only,"780 Old Tai Tapu Road, Tai Tapu, Christchurch, New Zealand",Christchurch,Canterbury,-43.6571258,172.556109
Springston Hotel,PubTAB Self Service Only,"156 Leeston Road, RD 4, Christchurch, New Zealand",Christchurch,Canterbury,-43.6566149,172.4213447
Armadillo's Beckenham,PubTAB Self Service Only,"155 Colombo Street, Sydenham, Christchurch, New Zealand",Christchurch,Canterbury,-43.5566641,172.6365145
Black Horse,PubTAB Full Service,"33 Lincoln Road, Addington, Christchurch, New Zealand",Christchurch,Canterbury,-43.5517988,172.5975031
Bills Bar & Bistro,PubTAB Self Service Only,"1 Halswell Road, Hoon Hay, Christchurch, New Zealand",Christchurch,Canterbury,-43.5538717,172.5946277
Spectators,TAB Store,"65 Jack Hinton Drive, Addington, Christchurch, New Zealand",Christchurch,Canterbury,-43.5462993,172.6025485
Wilsons Sports Bar,PubTAB Full Service,"25 Riccarton Road, Riccarton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5291502,172.6096489
Robbies Riccarton,PubTAB Self Service Only,"87 Riccarton Road, Riccarton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5297577,172.6032132
Bridge Tavern,PubTAB Self Service Only,"587 Springs Road, Prebbleton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5810645,172.5123635
West Melton Tavern,PubTAB Self Service Only,"1147 West Coast Road, West Melton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5242769,172.3694263
Golden Mile Tavern,PubTAB Self Service Only,"2 Trents Road, Templeton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5550243,172.474383
Cranford Ale House,PubTAB Self Service Only,"305 Cranford Street, St Albans, Christchurch, New Zealand",Christchurch,Canterbury,-43.4986605,172.6287044
The Elmwood,PubTAB Self Service Only,"1 Normans Road, Strowan, Christchurch, New Zealand",Christchurch,Canterbury,-43.5097528,172.6066071
Bishop Brothers Bar & Restaurant,PubTAB Full Service,"119 Farrington Avenue, Bishopdale, Christchurch, New Zealand",Christchurch,Canterbury,-43.490324,172.5869787
Little Brown Jug,PubTAB Self Service Only,"290 Wairakei Road, Burnside, Christchurch, New Zealand",Christchurch,Canterbury,-43.4992971,172.5859661
Bealey Ale Steak House,PubTAB Self Service Only,"263 Bealey Avenue, Christchurch Central, Christchurch, New Zealand",Christchurch,Canterbury,-43.5204207,172.6442638
Opawa Bowl & Jack Bar & Grill,PubTAB Full Service,"15 Opawa Road, Opawa, Christchurch, New Zealand",Christchurch,Canterbury,-43.5475589,172.6547336
Glenbyre Tavern,PubTAB Full Service,"111 Keighleys Road, Bromley, Christchurch, New Zealand",Christchurch,Canterbury,-43.5406976,172.6879574
The Sideline Sports Bar,PubTAB Self Service Only,"331 Stanmore Road, Richmond, Christchurch, New Zealand",Christchurch,Canterbury,-43.5183816,172.6560127
Valley Inn,PubTAB Self Service Only,"2 Flavell Street, Heathcote Valley, Christchurch, New Zealand",Christchurch,Canterbury,-43.5773575,172.7085142
Woolston Sports Bar,PubTAB Self Service Only,"669 Ferry Road, Woolston, Christchurch, New Zealand",Christchurch,Canterbury,-43.5486203,172.6821006
Schroeders Tavern,PubTAB Self Service Only,"680 Barbadoes Street, St Albans, Christchurch, New Zealand",Christchurch,Canterbury,-43.5085714,172.6461247
New Brighton WMC,ClubTAB Self Service Only,"202 Marine Parade, New Brighton, Christchurch, New Zealand",Christchurch,Canterbury,-43.5057102,172.7298596
Chats Bar,PubTAB Self Service Only,"251 Travis Road, New Brighton, Christchurch, New Zealand",Christchurch,Canterbury,-43.4950117,172.7106555
The Fitz Sports Bar,PubTAB Full Service,"331 Cashel Street, Christchurch, New Zealand",Christchurch,Canterbury,-43.5328421,172.6500593
Carlton Bar & Eatery,PubTAB Self Service Only,"1 Papanui Road, Christchurch, New Zealand",Christchurch,Canterbury,-43.5205115,172.6274392
Christchurch Casino,PubTAB Self Service Only,"31 Victoria Street, Christchurch, New Zealand",Christchurch,Canterbury,-43.5263902,172.6330741
Richmond WMC New,ClubTAB Self Service Only,"75 London Street, Christchurch, New Zealand",Christchurch,Canterbury,-43.5195956,172.6557654
Stockxchange Bar,PubTAB Self Service Only,"112 Marshland Road, Christchurch, New Zealand",Christchurch,Canterbury,-43.4998634,172.6620454
The Club Tavern,PubTAB Full Service,"441 Colombo Street, Christchurch, New Zealand",Christchurch,Canterbury,-43.5437765,172.6362034
The Rockpool,PubTAB Self Service Only,"85 Hereford Street, Christchurch, New Zealand",Christchurch,Canterbury,-43.5318317,172.6346539
The Wave Bar,PubTAB Self Service Only,"2 New Brighton Mall, Christchurch, New Zealand",Christchurch,Canterbury,-43.506985,172.7295572
Clarks Beach Golf Club,PubTAB Self Service Only,"100 Stevenson Road, Clarks Beach, New Zealand",Clarks Beach,West Coast,-37.1400062,174.6994807
Pauanui Sports & Recreation Club,PubTAB Self Service Only,"31 Sheppard Avenue, Pauanui Beach, Coromandel, New Zealand",Coromandel,Waikato,-37.0209873,175.8600567
Admirals Arms Hotel,PubTAB Self Service Only,"146 Wharf Road, Coromandel, New Zealand",Coromandel,Waikato,-36.7604859,175.4955788
Cromwell Brew House,PubTAB Self Service Only,"71 The Mall, Cromwell, New Zealand",Cromwell,Otago,-45.0367443,169.1978615
Victoria Arms Hotel,PubTAB Self Service Only,"65 Melmore Terrace, Cromwell, New Zealand",Cromwell,Otago,-45.0489102,169.2054726
Merrylees Hotel,PubTAB Full Service,"Station & Hall Streets, Dannevirke, New Zealand",Dannevirke,Manawatu-Wanganui,-40.2084283,176.0966382
Dannevirke Services Club,ClubTAB Self Service Only,"1 Princess Street, Dannevirke, New Zealand",Dannevirke,Manawatu-Wanganui,-40.2070939,176.0973227
Mangatera Hotel,PubTAB Self Service Only,"391 High Street, Dannevirke, New Zealand",Dannevirke,Manawatu-Wanganui,-40.1909861,176.1126395
Darfield Hotel,PubTAB Full Service,"37/39 South Terrace, Darfield, New Zealand",Darfield,Canterbury,-43.4898504,172.110889
Dargaville Sports Bar,PubTAB Full Service,"70 Victoria Street, Dargaville, New Zealand",Dargaville,Northland,-35.9420402,173.8692496
Murphy's Law Irish Bar,PubTAB Self Service Only,"200 Great South Road, Drury, New Zealand",Drury,Auckland,-37.1007618,174.9515078
South Dunedin Branch,TAB Store,"123 Hillside Road, South Dunedin, Dunedin, New Zealand",Dunedin,Otago,-45.8931089,170.4991886
Waterloo Hotel,PubTAB Self Service Only,"19 Ruskin Terrace, Caversham, Dunedin, New Zealand",Dunedin,Otago,-45.8988077,170.4845839
Catlins Inn,PubTAB Self Service Only,"21 Ryley Street, Owaka, Dunedin, New Zealand",Dunedin,Otago,-46.4492299,169.6614411
White Horse Inn Milton,PubTAB Self Service Only,"147 Union Street, Milton, Dunedin, New Zealand",Dunedin,Otago,-46.1187786,169.9621085
Equinox Restaurant & Bar,PubTAB Full Service,"146 Victoria Road, St Kilda, Dunedin, New Zealand",Dunedin,Otago,-45.907983,170.4988881
Tipplers Bar,PubTAB Self Service Only,"11B North Road, North East Valley, Dunedin, New Zealand",Dunedin,Otago,-45.8547099,170.5191396
Law Courts Hotel,PubTAB Self Service Only,"53 Stuart Street, Dunedin Central, Dunedin, New Zealand",Dunedin,Otago,-45.8751093,170.5066618
Commercial Tavern Green Island,PubTAB Full Service,"237 Main South Road, Green Island, Dunedin, New Zealand",Dunedin,Otago,-45.9027529,170.4242604
Hotel Taieri,PubTAB Self Service Only,"6 Gordon Road, Mosgiel, Dunedin, New Zealand",Dunedin,Otago,-45.8847124,170.3535448
Dunedin Central,TAB Store,"320 Moray Place, Dunedin, New Zealand",Dunedin,Otago,-45.8736767,170.50529
Baaa Sports Bar & Cafe,PubTAB Full Service,"746 Great King Street, Dunedin, New Zealand",Dunedin,Otago,-45.8591486,170.5134227
Cableways Tavern,PubTAB Self Service Only,"3 Mellor Street, Dunedin, New Zealand",Dunedin,Otago,-45.8654294,170.4841723
Concord Inn,PubTAB Self Service Only,"12 Main South Road, Dunedin, New Zealand",Dunedin,Otago,-45.9025674,170.4570441
Mornington Tavern,PubTAB Full Service,"36 Mailer Street, Dunedin, New Zealand",Dunedin,Otago,-45.881345,170.4791115
St Kilda Tavern,PubTAB Self Service Only,"2 Prince Albert Road, Dunedin, New Zealand",Dunedin,Otago,-45.8997364,170.5034584
Valley Lodge Hotel,PubTAB Self Service Only,"139 Kaikorai Valley Road, Dunedin, New Zealand",Dunedin,Otago,-45.8684723,170.4768688
Pioneer Tavern,PubTAB Full Service,"Pioneer Tavern, 14 Ferry Road, Edendale, New Zealand",Edendale,Northland,-46.3119382,168.7859783
Plains Hotel Edgecumbe,PubTAB Full Service,"11/19 College Road, Edgecumbe, New Zealand",Edgecumbe,Bay of Plenty,-37.9750879,176.8281001
Coronation Hotel,PubTAB Full Service,"67 Bridge Street, Eltham, New Zealand",Eltham,Taranaki,-39.4305934,174.2980268
Empire Hotel Featherston,PubTAB Full Service,"Johnston & Harrison Streets, Featherston, New Zealand",Featherston,Wellington,-41.1129383,175.3287207
Feilding Hotel,PubTAB Full Service,"9 Manchester Square, Feilding, New Zealand",Feilding,Manawatu-Wanganui,-40.226316,175.5636121
Empire Tavern Feilding,PubTAB Full Service,"8 Stafford Street, Feilding, New Zealand",Feilding,Manawatu-Wanganui,-40.2269024,175.5674353
Village Inn,PubTAB Full Service,"Geraldine Village Inn, 41 Talbot Street, Geraldine, New Zealand",Geraldine,Canterbury,-44.0916313,171.2444862
Gisborne Tatapouri Sports Fishing Club,PubTAB Self Service Only,"54 Esplanade, Inner Kaiti, Gisborne, New Zealand",Gisborne,Gisborne,-38.6706364,178.0306501
Gisborne,TAB Store,"43 Peel Street, Gisborne, New Zealand",Gisborne,Gisborne,-38.6659664,178.0261491
